Label,Name,SAMPLE_2_10,SAMPLE_2_2,SAMPLE_2_3,SAMPLE_2_4,SAMPLE_2_5,SAMPLE_2_6,SAMPLE_2_7,SAMPLE_2_8,SAMPLE_2_9,SAMPLE_3_10,SAMPLE_3_2,SAMPLE_3_3,SAMPLE_3_4,SAMPLE_3_5,SAMPLE_3_6,SAMPLE_3_7,SAMPLE_3_8,SAMPLE_3_9,SAMPLE_4_10,SAMPLE_4_2,SAMPLE_4_3,SAMPLE_4_4,SAMPLE_4_5,SAMPLE_4_6,Formula
C13-label-1,Xanthine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N4O2
C13-label-2,Xanthine,0,0,0,0,0,0,3315.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N4O2
C13-label-3,Xanthine,0,0,0,0,0,2013.912,0,0,0,0,0,2402.932,0,5690.002,2548.346,0,0,2163.19,0,0,0,0,0,0,C5H4N4O2
C13-label-4,Xanthine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N4O2
C13-label-5,Xanthine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N4O2
C12 PARENT,L-Histidine,1001784,675565.4,1543795,713569,1340423,1346653,1361388,574695.8,701723.6,788146,677699.4,402564.1,445525.5,1306785,1497147,1456992,909415.1,756427.2,912818.2,339460.8,400002.3,967142.7,1511041,1487460,C6H9N3O2
C13-label-1,L-Histidine,25193.29,28713.82,40716.2,13004.55,87349.94,66563.62,48637.88,0,13339.79,29172.54,21112.58,8511.091,12754.9,97921.44,108064,92286.66,24284.88,17754.71,41077.06,0,17665.6,14882.37,63157.25,87814.8,C6H9N3O2
C13-label-2,L-Histidine,0,0,7190.988,10091.65,0,0,0,0,9478.459,0,0,0,0,0,0,0,0,0,0,0,0,0,10448.57,0,C6H9N3O2
C13-label-3,L-Histidine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H9N3O2
C13-label-4,L-Histidine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H9N3O2
C13-label-5,L-Histidine,0,0,0,0,0,0,0,5770.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H9N3O2
C13-label-6,L-Histidine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H9N3O2
C12 PARENT,Orotic acid,11316.78,0,0,0,11068.94,15119.42,14029.17,11574.56,9560.708,0,9763.946,0,0,0,10001.86,0,21812.44,0,9879.982,0,12022.7,0,0,9965.339,C5H4N2O4
C13-label-1,Orotic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N2O4
C13-label-2,Orotic acid,0,0,212741.5,0,0,0,0,139120.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N2O4
C13-label-3,Orotic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N2O4
C13-label-4,Orotic acid,0,0,0,34022.64,0,0,0,12902.25,0,0,0,0,0,0,0,0,0,12826.24,0,0,0,0,0,0,C5H4N2O4
C13-label-5,Orotic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H4N2O4
C12 PARENT,L-Phenylalanine,7472308,4806756,3270957,4122308,9143063,7597416,9268100,2958311,4133559,5101722,3964177,1911608,2380889,8651387,10100000,9644519,4776858,4368354,6215120,1900378,2710248,7569646,8655419,9065892,C9H11NO2
C13-label-1,L-Phenylalanine,736469.1,453666.8,313519.6,385391.3,842217,776692.8,880752.2,281314.6,421574.2,495770.2,348500.8,172067.4,217684.2,890664.6,976778,949354.2,460126.5,377976.1,593970.8,187914.8,241877.8,684273.9,839665.9,892987.8,C9H11NO2
C13-label-2,L-Phenylalanine,27345.2,7652.113,8274.384,4090.064,30711.72,15683.61,19254.75,4215.889,4747.046,19210.98,14641.93,3505.125,0,30118.24,38653.67,33036.36,10823.73,13379.59,18739.45,0,5106.015,22721.06,24971.23,30292.16,C9H11NO2
C13-label-3,L-Phenylalanine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO2
C13-label-5,L-Phenylalanine,0,0,0,0,0,0,65846.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO2
C13-label-6,L-Phenylalanine,0,3854.952,0,0,0,0,4130.191,0,0,0,0,0,0,0,0,0,0,2769.57,0,0,0,0,0,0,C9H11NO2
C13-label-7,L-Phenylalanine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO2
C12 PARENT,Phosphoenolpyruvic acid,20364.4,18162.26,17824.04,21567.6,12522.36,12679.17,90697.95,7222.105,21711.58,36480.9,12776.21,0,6715.551,6890.328,10841.15,61369.89,25865.16,83203.4,5919.877,16356.02,15171.43,14868.77,20724.03,101188.7,C3H5O6P
C13-label-1,Phosphoenolpyruvic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H5O6P
C13-label-2,Phosphoenolpyruvic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H5O6P
C13-label-3,Phosphoenolpyruvic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H5O6P
C12 PARENT,Dihydroxyacetone phosphate,15884.75,18497.99,26826.47,17455.8,40231.75,14720.1,21297.55,15268.06,15618.7,14605.36,43936.79,16275.32,57233.51,36231.36,18065.33,17885.2,18981.23,26373.16,23719.44,38781.96,15565.47,15648.41,31014.34,20306.81,C3H7O6P
C13-label-1,Dihydroxyacetone phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H7O6P
C13-label-2,Dihydroxyacetone phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H7O6P
C13-label-3,Dihydroxyacetone phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H7O6P
C12 PARENT,Glycerol 3-phosphate,335536,400074.8,408653.8,374632.3,0,0,540869.4,358114.8,394349.7,313131.3,0,0,351020.2,0,387891.8,0,338321.3,323362.8,296863.3,337162.2,559849.2,348949.2,0,0,C3H9O6P
C13-label-1,Glycerol 3-phosphate,0,0,14279.71,11561.77,60122.63,0,0,10205.16,12253.83,0,0,0,0,0,595844.9,0,0,0,0,0,0,0,0,17190.7,C3H9O6P
C13-label-2,Glycerol 3-phosphate,0,0,150511.2,0,0,0,0,0,68411.23,0,0,0,0,7677.481,0,0,0,0,0,0,0,0,0,0,C3H9O6P
C13-label-3,Glycerol 3-phosphate,0,0,0,0,66514.56,86067.51,75478.54,0,0,0,0,48247.88,0,0,28835.95,0,0,0,0,0,0,0,0,0,C3H9O6P
C12 PARENT,cis-Aconitic acid,173227.1,0,251442.2,291867.2,184318,0,182388.2,266106.5,200024.5,240051.7,191073.5,277532.8,260555.2,0,245663.6,209791.9,262291.9,206454.4,202091.5,317921.2,227694,253810.3,226697.7,234789.8,C6H6O6
C13-label-1,cis-Aconitic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6O6
C13-label-2,cis-Aconitic acid,0,0,0,0,0,0,0,35602.14,0,19071.61,0,39245.7,0,0,0,0,0,16893.96,16231.09,0,0,0,0,0,C6H6O6
C13-label-3,cis-Aconitic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6O6
C13-label-4,cis-Aconitic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6O6
C13-label-5,cis-Aconitic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6O6
C13-label-6,cis-Aconitic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H6O6
C12 PARENT,L-Arginine,1644521,1540405,1486334,1340466,1898544,1608609,1980815,774157.9,1076245,1381640,1428805,702459.2,736919.8,1836888,1910542,2001119,1350781,1195579,1495068,761878.8,935879.9,2032886,1755233,1713139,C6H14N4O2
C13-label-1,L-Arginine,96026.16,120547.9,69384.29,124262.3,69109.57,84618.13,85615.34,38766.3,41610.75,61504.21,72540.26,19657.9,15155.01,104999.1,119508.6,127186.9,16876.49,38515.73,65282.42,40269.07,26575.89,85853.73,116737.8,101521.1,C6H14N4O2
C13-label-2,L-Arginine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14N4O2
C13-label-3,L-Arginine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14N4O2
C13-label-4,L-Arginine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14N4O2
C13-label-5,L-Arginine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14N4O2
C13-label-6,L-Arginine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14N4O2
C12 PARENT,N-Acetyl-L-aspartic acid,16600000,38012.34,98371.22,52135.17,13100000,12200000,13800000,14000000,15900000,14500000,41086.78,42782.13,21830.92,13900000,15800000,15200000,12700000,14300000,9224935,59690,49640.59,21418.38,10900000,11100000,C6H9NO5
C13-label-1,N-Acetyl-L-aspartic acid,1195646,0,0,0,1208823,1066693,1166091,973850.9,1210847,1077882,0,0,0,1230630,1290041,1340005,948426.9,996569.2,627546.2,0,0,0,901676.2,929016.3,C6H9NO5
C13-label-2,N-Acetyl-L-aspartic acid,1151120,0,0,0,1913842,1825275,1883375,1020067,1014721,183175.2,0,0,0,102483.4,141664.4,165719,56919.89,131461.7,284855.8,0,0,0,537227.5,497543.5,C6H9NO5
C13-label-3,N-Acetyl-L-aspartic acid,33037.05,0,0,0,214728.5,312045.2,253822.1,41458.96,16407.21,0,0,0,0,0,0,0,0,0,248172.2,0,0,0,177932.2,259462.9,C6H9NO5
C13-label-4,N-Acetyl-L-aspartic acid,0,17991.69,0,0,199992.2,271220.3,217272.5,20038.73,0,0,0,14248.12,0,0,0,0,0,0,504833.9,0,20190.42,0,1001843,1069352,C6H9NO5
C13-label-5,N-Acetyl-L-aspartic acid,0,0,0,0,16547.09,0,0,0,0,0,0,0,0,14216.17,0,0,0,0,189158.3,16687.03,0,0,46612.45,27443.09,C6H9NO5
C13-label-6,N-Acetyl-L-aspartic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252811.8,0,0,0,146166.1,114763.6,C6H9NO5
C12 PARENT,Citrulline,19204.41,288067.9,2222796,301214.9,33790.68,178804.4,62904.66,34174.23,15246.63,13938.89,152322.1,81671.49,244504.2,52579.33,25281.32,46965.76,441957.8,57561.8,36245.29,84966.35,67031.68,85026.37,50178.29,43231.18,C6H13N3O3
C13-label-1,Citrulline,0,0,143280.3,0,0,10656.01,9358.108,0,0,0,7324.435,0,8834.142,0,0,0,23396.55,0,0,0,0,0,0,0,C6H13N3O3
C13-label-2,Citrulline,186047.5,160924.8,212178.9,194527.9,584764.5,560657.8,0,243306.3,192189.9,189776.5,209437.8,245937.7,228933.6,513628.6,507761.2,551522.9,203638.1,215856.9,175900.2,226308.6,200259.6,156345.9,0,643926.2,C6H13N3O3
C13-label-3,Citrulline,0,0,9043.446,0,22160.49,32575.19,10359.82,0,0,0,0,6371.4,5822.864,16770.34,0,0,0,0,0,5121.254,0,0,0,29822.71,C6H13N3O3
C13-label-4,Citrulline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13N3O3
C13-label-5,Citrulline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13N3O3
C13-label-6,Citrulline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13N3O3
C12 PARENT,Ureidosuccinic acid,22201.26,0,0,0,0,0,18072.37,13742.77,24555.73,19640.81,0,0,0,0,23764.71,37516.53,0,17838.81,647846.8,0,0,0,994181,1095651,C5H8N2O5
C13-label-1,Ureidosuccinic acid,0,0,0,0,0,0,0,0,15005.84,15496.51,0,0,0,0,0,0,0,0,29498.64,0,0,0,159344.3,266117.9,C5H8N2O5
C13-label-2,Ureidosuccinic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47500.7,0,0,0,482694.2,0,0,0,530125.2,507815.8,C5H8N2O5
C13-label-3,Ureidosuccinic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389044.9,0,0,0,260796.7,276892.1,C5H8N2O5
C13-label-4,Ureidosuccinic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997585.8,0,0,0,1198134,1303170,C5H8N2O5
C13-label-5,Ureidosuccinic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355388.6,0,0,0,76467.59,47105.25,C5H8N2O5
C12 PARENT,2-Isopropylmalic acid,291402.5,276754.8,220976.3,361553,276136.7,252463.8,165644.5,163095.6,183576.2,308002.4,136676.6,234109.2,347601.5,277615.8,272348.8,250412.9,188405,255230.6,284614.2,193405.6,257180.8,161692.2,240928.5,265923.5,C7H12O5
C13-label-1,2-Isopropylmalic acid,9314.458,0,7499.382,13034.36,9911.872,0,0,12491.68,0,13035.34,9959.417,9924.937,11317.49,12588.89,22554.03,7781.113,10760.51,13789,12669.93,0,9491.7,14094.81,11297.01,10591.27,C7H12O5
C13-label-2,2-Isopropylmalic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H12O5
C13-label-3,2-Isopropylmalic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H12O5
C13-label-4,2-Isopropylmalic acid,0,0,0,0,0,10413.17,0,11417.17,0,13273.96,0,0,0,0,8412.779,0,0,10069.89,0,0,0,0,9741.645,0,C7H12O5
C13-label-5,2-Isopropylmalic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H12O5
C13-label-6,2-Isopropylmalic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H12O5
C13-label-7,2-Isopropylmalic acid,148056.4,160234.5,0,0,0,0,0,0,0,0,0,0,0,0,150393.2,0,0,0,0,0,0,161183.1,0,0,C7H12O5
C12 PARENT,Glucosamine,0,6890.433,0,14484.45,0,0,0,0,0,0,3564.666,0,8141.59,0,8896.017,0,0,0,2630.005,0,9145.415,121094.5,92493.53,20516.32,C6H13NO5
C13-label-1,Glucosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13NO5
C13-label-2,Glucosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13NO5
C13-label-3,Glucosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13NO5
C13-label-4,Glucosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13NO5
C13-label-5,Glucosamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H13NO5
C12 PARENT,D-Glucose,7376702,2335007,1830085,2166484,12900000,13200000,13200000,5066930,5801050,5554238,2110339,1677949,1569164,11900000,13600000,13200000,4687022,5538134,5617060,1410107,0,0,13700000,14000000,C6H12O6
C13-label-1,D-Glucose,501435.8,166009.9,127784.6,124096.6,906354.3,881783.5,883863.5,293691.6,377543.5,339181,135086,114508.8,110995.4,852585.7,981392.4,892339,324157.8,373132.4,362117.9,88154.62,0,0,908060.2,945463.1,C6H12O6
C13-label-2,D-Glucose,76574.74,10591.94,22549.28,0,0,0,0,0,0,0,0,10169.57,0,0,0,0,0,0,60121.43,3079.404,14335.55,37031.85,162854.8,152908.2,C6H12O6
C13-label-3,D-Glucose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725.435,0,0,0,4007.127,3953.316,C6H12O6
C13-label-4,D-Glucose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H12O6
C13-label-5,D-Glucose,0,0,3038.408,0,0,0,0,0,0,0,0,2945.514,0,0,0,0,3986.351,0,0,0,0,0,0,0,C6H12O6
C13-label-6,D-Glucose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H12O6
C12 PARENT,L-Tyrosine,3015973,1975081,1585043,1612430,3538042,3185510,4177514,1203034,1734284,2071814,1571570,836467.2,987274.7,3519578,4057054,3917558,1864834,1899773,2510255,753743.2,1076714,3045057,3383102,3613788,C9H11NO3
C13-label-1,L-Tyrosine,288001.5,181161.5,159059.1,144854.5,353810.6,304666.5,410791.7,107588.2,154891.5,193248.1,150664.8,78367.9,87810.94,310815.5,374589.2,400204.9,199293.5,174183.2,244539,65569.95,89848.19,289582.1,294293.8,355359.5,C9H11NO3
C13-label-2,L-Tyrosine,9039.378,4098.635,2786.463,2814.666,13949.11,9965.181,20138.04,0,2539.688,9259.743,2062.026,3210.316,0,12472.12,13361.61,16818.39,3332.683,3487.627,9094.713,0,0,15369.51,6912.494,11993.96,C9H11NO3
C13-label-3,L-Tyrosine,0,0,0,0,2296.302,0,0,0,0,0,0,0,0,0,0,2407.822,0,0,0,0,0,0,2233.262,0,C9H11NO3
C13-label-4,L-Tyrosine,0,0,0,2945.059,0,0,0,0,0,0,0,0,0,0,0,0,2191.226,2987.285,0,0,0,0,0,0,C9H11NO3
C13-label-5,L-Tyrosine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6188.091,0,0,2637.625,2595.271,0,0,2852.37,0,0,C9H11NO3
C13-label-6,L-Tyrosine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO3
C13-label-7,L-Tyrosine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO3
C13-label-8,L-Tyrosine,0,0,0,13703.99,0,0,0,0,0,0,0,0,0,0,14837.76,0,16085.42,16162.88,0,15643.82,14268.13,0,0,0,C9H11NO3
C13-label-9,L-Tyrosine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9H11NO3
C12 PARENT,Sorbitol,379182.1,12300000,3329115,4381232,2174152,1433004,1562734,983862.2,1005040,213778.3,3211135,1053002,1564741,1334048,1511536,2428774,1160670,1188356,1185803,2646399,908042.5,1368168,1827363,1862625,C6H14O6
C13-label-1,Sorbitol,0,757884.8,0,276475.7,190768.9,91125.35,131436.8,67766.29,77005.85,0,208900.3,58259.46,87252.06,146287,113923.5,218839.7,70019.18,91936.38,62113.98,177410.8,43430.98,66184.59,66390.79,141090.6,C6H14O6
C13-label-2,Sorbitol,20391.87,123238.7,24931.57,25321.86,348246.3,340582.1,229310.8,56415.61,48367.85,0,33700.46,11815.11,17760.5,326654.2,353711,335243.5,40129.11,62784.85,5128.431,24332.47,5007.848,5671.324,12898.32,0,C6H14O6
C13-label-3,Sorbitol,0,0,0,0,25605.59,13849.89,11026.87,0,0,0,0,0,0,21204.01,13345.45,39220.11,0,0,0,0,0,0,0,0,C6H14O6
C13-label-4,Sorbitol,0,0,0,0,16380.78,16905.69,0,4822.022,0,0,0,3768.266,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O6
C13-label-5,Sorbitol,0,8102.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5096.872,0,0,0,0,C6H14O6
C13-label-6,Sorbitol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O6
C12 PARENT,3-Phosphoglyceric acid,0,84080.18,89475.74,102628.6,230855.3,215816.2,214837.3,99112.87,125921.5,82717.36,86397.31,132398.8,98868.97,0,101006.4,114863.3,125201.3,82094.7,104505.6,123795.5,90668.34,117540,320267.5,337995.3,C3H7O7P
C13-label-1,3-Phosphoglyceric acid,0,0,0,0,0,15040.33,0,0,0,0,0,0,0,0,180548.9,0,0,0,0,0,0,0,0,0,C3H7O7P
C13-label-2,3-Phosphoglyceric acid,0,0,0,0,61817.73,34321.28,60221.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H7O7P
C13-label-3,3-Phosphoglyceric acid,0,18325.71,0,0,15723.66,0,0,0,0,0,0,0,0,0,12216.33,0,0,0,0,0,0,0,17327.13,17450.65,C3H7O7P
C12 PARENT,Citric acid,611850.1,995983.3,1443563,589011.9,2664908,4530032,3663770,6112278,1488410,535050.2,2233662,2347880,1757536,6316000,5163338,2222395,626533.9,1810910,1206328,340963.9,505657.6,1269443,1810289,4573876,C6H8O7
C13-label-1,Citric acid,23525.35,115058.2,132531.5,18953.15,439207.4,568991.9,466596.2,426093.4,78346.16,15918.11,326775.7,359253.8,222957.1,769064.6,679698.8,266474.5,0,196425.5,118445.8,39178.75,25592.62,199321.1,374232.2,992197.4,C6H8O7
C13-label-2,Citric acid,0,253248.7,334546.5,87715.48,1266411,2119580,1560149,113776.1,80290.52,0,39970.02,106631.7,16717.31,40187.45,43021.32,18257.97,0,33051.31,198962.9,18454.85,143127.9,316043.3,453734.5,1138266,C6H8O7
C13-label-3,Citric acid,0,20485.17,21603.78,0,227380,280948.4,231932.5,25099.47,14031.82,0,12444.48,58693.09,0,0,0,0,0,16379.11,180262.4,25861.02,26043.66,264800.6,349175.5,774175,C6H8O7
C13-label-4,Citric acid,0,31701.19,12821.03,16226.53,223961.8,309873.3,204680.2,0,17748.25,0,10954.53,116273.1,0,0,0,19550.47,0,13703.64,350205,71034.07,136771.2,438827.9,913731.5,2290426,C6H8O7
C13-label-5,Citric acid,0,13132.01,0,0,0,52551.8,15496.19,0,0,41189.69,20953.41,35781.86,14405.61,0,0,0,0,0,322861.4,25114.61,56070.26,355312.9,379466.5,932416.2,C6H8O7
C13-label-6,Citric acid,0,0,0,0,84716.3,0,64712.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H8O7
C12 PARENT,D-Erythrose 4-phosphate,0,0,0,0,0,0,12216.01,17149.55,0,0,10296.58,10286.07,0,0,7780.533,7864.424,9102.152,7205.789,0,0,8384.901,0,0,8330.815,C4H9O7P
C13-label-2,D-Erythrose 4-phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4H9O7P
C13-label-3,D-Erythrose 4-phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7231.447,0,0,0,C4H9O7P
C13-label-4,D-Erythrose 4-phosphate,0,0,0,80323.25,0,62177.27,28503.41,0,0,0,0,79459.23,0,0,15110.67,0,0,61416.42,0,69297.8,0,0,0,0,C4H9O7P
